05-12-2018 04:20:26 - ===============================Started Adding License Comments, Project - C:\GitHubRepository\Ginger\Ginger===============================
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\APIModelWizard\AddAPIModelIntroWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\APIModelWizard\AddAPIModelSelectTypePage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\APIModelWizard\AddAPIModelWizard.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\APIModelWizard\ScanAPIModelWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\APIModelWizard\WSDLParser.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\DBModels\DBModelWizard\AddDBModelIntroWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\DBModels\DBModelWizard\AddDBModelWizard.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\DBModels\DBModelWizard\SaveDBModelPageWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\DBModels\DBModelWizard\ScanDBPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\DBModels\DBQueryWizard\AddDBQueryIntroWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\DBModels\DBQueryWizard\AddDBQueryWizard.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\OldPOMsLib\AddEditPOMWizardLib\NavigationsPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\OldPOMsLib\AddEditPOMWizardLib\ScanPageWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\OldPOMsLib\AddEditPOMWizardLib\UnmappedElementsPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\POMWizardLib\AddPOMWizard.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\POMWizardLib\POMGeneralDetailsWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\POMWizardLib\POMIntroductionWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\POMWizardLib\POMLearnConfigWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\POMWizardLib\POMNameValidationRule.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\POMWizardLib\POMObjectsMappingWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\POMWizardLib\POMScreenShotWizardPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\POMWizardLib\POMTAValidationRule.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\GingerExecutionReport\HTMLReports\HTMLDetailedReport.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\GingerExecutionReport\HTMLReports\HTMLReportBase.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\GingerExecutionReport\HTMLReports\HTMLSummaryReport.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\ApplicationModelsTreeItems\AppApiModelsFolderTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\ApplicationModelsTreeItems\AppApiModelTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\ApplicationModelsTreeItems\ApplicationPOMsTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\ApplicationModelsTreeItems\ApplicationPOMTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\EnvironmentsTreeItems\EnvApplicationTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\EnvironmentsTreeItems\EnvironmentsFolderTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\EnvironmentsTreeItems\EnvironmentTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\Legacy\ExecutionResultsFolderTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\Legacy\HTMLReportTemplatesTreeItem .cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\Legacy\HTMLReportTemplateTreeItem .cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\Legacy\LegacyReportTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\Legacy\ReportsTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\Legacy\ReportTemplatesTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\Legacy\ReportTemplateTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\Legacy\SharedRepositoryTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\Legacy\SolutionTreeItem.cs
05-12-2018 04:20:30 - Earlier - False, License Added - True, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\NewAgentsTreeItems\NewAgentTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\AutoDetect\AutoDetectTextEditor.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\BackgroundRenderer.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\BraceFoldingStrategy.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\ColorizeAvalonEdit.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\FindReplacePage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\IFoldingStrategy.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\ITextEditorPage.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\PlugInFoldingStrategy.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\PlugInTextCompletionData.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\PlugInTextEditorWrapper.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\SelectedContentArgs.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\TextCompletionData.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Common\TextEditorBase.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\GherkinDcoumentEditor.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\GherkinFoldingStrategy.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\GherkinGeneral.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\GherkinPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\GherkinParserException.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\GherkinScenarioDefinition.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\GherkinStep.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\GherkinTableEditorPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\GherkinTag.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\GherkinTextCompletionData.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\ScenariosGenerator.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Gherkin\StepStyleSelector.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Office\OfficeDcoumentEditor.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\Office\OfficeDocumentPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\ValueExpression\ValueExpressionDDSEditorPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\ValueExpression\ValueExpressionEditor.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\ValueExpression\ValueExpressionVariableEditorPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\VBScript\VBScriptTextEditor.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\WebBrowser\WebBrowserDcoumentEditor.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\WebBrowser\WebBrowserDocumentPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\XML\XMLFoldingStrategy.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\XML\XMLTextEditor.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFBrowserElements\ASCFBrowserButtonTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFBrowserElements\ASCFBrowserCheckBoxTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFBrowserElements\ASCFBrowserDropDownTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFBrowserElements\ASCFBrowserElementInfoPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFBrowserElements\ASCFBrowserElementTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFBrowserElements\ASCFBrowserInfoPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFBrowserElements\ASCFBrowserLabelTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFBrowserElements\ASCFBrowserLinkTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFBrowserElements\ASCFBrowserTextBoxTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFBrowserElements\ASCFBrowserTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\UIFControls\ASCFControlTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\UIFControls\ASCFFormTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\UIFControls\ASCFGridTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\UIFControls\ASCFLabelTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\UIFControls\ASCFTextBoxTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Actions\WebServices\WebAPI\ActWebAPIBase.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Actions\WebServices\WebAPI\ActWebAPIModel.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Actions\WebServices\WebAPI\ActWebAPIRest.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Actions\WebServices\WebAPI\ActWebAPISoap.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Actions\WebServices\WebAPI\WebAPIKeyBodyValues.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Mobile\Perfecto\PerfectoDriver.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Selenium\SeleniumBMP\Browser.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Selenium\SeleniumBMP\Cache.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Selenium\SeleniumBMP\CacheEntry.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Selenium\SeleniumBMP\Client.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Selenium\SeleniumBMP\Content.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Selenium\SeleniumBMP\Cookie.cs
